opeid6,level,sector,hbcu,completion_rate_150,share_outstanding_ug_5,cdr3_wgtd,pct25_earn_wne_p10,est_fte,white_share,black_share,hisp_share,asian_share,aian_share,nhpi_share,twomore_share,nra_share,unkn_share
1258,Four-year,Nonprofit 4-year,0,0.54979998,0.907700867,0.057160001,30000,977,0.2293,0.0732,0.262,0.1946,0.0039,0.0125,0.0867,0.025,0.1127
1259,Two-year,Public 2-year,0,0.38890001,0,0,13200,1529,0.432,0.0876,0.3531,0.0534,0.0086,0.005,0.0261,0.0008,0.0334
1260,Two-year,Public 2-year,0,0.29440001,1.026748362,0.0008976,19300,14615,0.3651,0.0308,0.4458,0.063,0.0062,0.0046,0.0512,0.0105,0.0228
1261,Two-year,Public 2-year,0,0.35260001,1.049279204,0.0006174,18000,19536,0.142,0.0383,0.5017,0.2387,0.001,0.0008,0.0362,0.033,0.0083
1262,Four-year,Nonprofit 4-year,0,0.77329999,0.698907609,0.015797701,29900,4260,0.5137,0.0185,0.269,0.0744,0.0042,0.0096,0.0783,0.0099,0.0224
1266,Two-year,Public 2-year,0,0.25729999,1.073822821,0.0042966,13300,6294,0.1591,0.2116,0.2163,0.2503,0.0017,0.0053,0.0569,0.062,0.0368
1267,Two-year,Public 2-year,0,0.17309999,1.063525662,0.0031624,15000,4371,0.1671,0.2447,0.297,0.1885,0.0029,0.0035,0.0582,0.0008,0.0372
1268,Two-year,Public 2-year,0,0.23810001,0,0,14800,2763,0.1438,0.0093,0.7824,0.0309,0.0073,0.0011,0.0227,0.0017,0.0008
1269,Four-year,Public 4-year,0,0.1831,1.081691336,0.0004437,20000,10358,0.0692,0.021,0.7702,0.06,0.002,0.0011,0.0087,0.0043,0.0633
1270,Two-year,Public 2-year,0,0.26320001,0.93229481,0.0021267,16600,13317,0.1922,0.0735,0.6376,0.0572,0.0035,0.0036,0.0155,0.0145,0.0024
1272,Two-year,Public 2-year,0,0.17910001,0.969755291,0,13700,9095,0.1228,0.1142,0.6737,0.0453,0.0018,0.0016,0.0347,0.0029,0.003
1273,Two-year,Public 2-year,0,0.1992,0.95123073,0.0033004,15000,7799,0.2204,0.0921,0.51,0.1022,0.0038,0.0042,0.0473,0.0051,0.0148
1275,Four-year,Public 4-year,0,0.2449,0.899914719,0.00127,19800,12443,0.311,0.0665,0.3787,0.1443,0.0034,0.0061,0.0631,0.0118,0.0152
1280,Two-year,Public 2-year,0,0.28299999,1.131068967,0.0070686,16500,12045,0.1976,0.0782,0.4787,0.1751,0.0039,0.0045,0.0521,0.005,0.0049
1281,Four-year,Nonprofit 4-year,0,0.58520001,0.867428171,0.045298699,23700,1749,0.5217,0.0482,0.1982,0.0441,0.0185,0.0056,0.0136,0.0393,0.1108
1282,Two-year,Public 2-year,0,0.31850001,1.065107375,0.0018655,15300,4911,0.134,0.0574,0.452,0.2338,0.0039,0.0052,0.0406,0.0169,0.0563
1284,Four-year,Public 4-year,0,0.23999999,0.985269609,0.0003975,19300,12559,0.1872,0.0138,0.5307,0.0754,0.0022,0.0021,0.0144,0.0134,0.1609
1285,Two-year,Public 2-year,0,0.35980001,1.031391359,0.010269,19400,10469,0.3997,0.0271,0.3637,0.0542,0.0033,0.0016,0.0505,0.0725,0.0275
1286,Four-year,Public 4-year,0,0.2766,0.896298197,0.0016199,16800,19784,0.2541,0.0858,0.4034,0.0913,0.0017,0.0017,0.0477,0.1038,0.0104
1287,Two-year,Public 2-year,0,0.36680001,0.871702132,0.001105,17800,11414,0.463,0.0217,0.357,0.0436,0.006,0.0032,0.0473,0.0112,0.047
1289,Four-year,Public 4-year,0,0.20119999,0.993601795,0.0066297,13500,5593,0.6677,0.0204,0.1698,0.0365,0.0235,0.0016,0.0554,0.0002,0.025
1290,Two-year,Public 2-year,0,0.35299999,1.11081941,0.0053568,14700,11809,0.5559,0.0296,0.2678,0.0641,0.0046,0.0035,0.0623,0.0085,0.0036
1291,Four-year,Nonprofit 4-year,0,0.59859997,0.848964459,0.0256113,20200,684,0.5547,0.0405,0.1874,0.0525,0.024,0.0015,0.042,0.006,0.0915
1292,Four-year,Public 4-year,0,0.28299999,1.08700791,0.002737,16900,5736,0.279,0.1328,0.3146,0.1518,0.0034,0.0066,0.0975,0.0026,0.0117
1293,Four-year,Nonprofit 4-year,0,0.6437,0.841682214,0.036836799,23500,1964,0.3811,0.0548,0.4224,0.0358,0.0027,0.0114,0.0342,0.0212,0.0364
1294,Two-year,Public 2-year,0,0.2242,0.896411617,0.00189,17200,12000,0.2997,0.0579,0.4758,0.1152,0.0198,0.0114,0.0001,0.0033,0.0168
1302,Four-year,Nonprofit 4-year,0,0.7712,0.723270138,0.018254999,35600,3851,0.4383,0.0385,0.2729,0.1028,0.0043,0.0129,0.0694,0.0266,0.0342
1305,Four-year,Nonprofit 4-year,0,0.94379997,0.511831488,0.000843,57000,14693,0.341,0.0649,0.1571,0.2191,0.0079,0.0031,0.0947,0.1043,0.0078
1307,Two-year,Public 2-year,0,0.1965,0.927236031,0.0017172,14600,14654,0.2157,0.0523,0.5623,0.1289,0.0054,0.0018,0.03,0.0004,0.0032
1308,Two-year,Public 2-year,0,0.25940001,0.885289235,0.0017751,13700,6635,0.176,0.024,0.7185,0.0507,0.0045,0.0014,0.0224,0.0001,0.0024
1309,Two-year,Public 2-year,0,0.36750001,0,0,15800,2431,0.2969,0.0529,0.5868,0.0265,0.0057,0.0035,0.0233,0.0002,0.0042
1312,Four-year,Public 4-year,0,0.91399997,0.622272722,0.00436,41000,42365,0.2487,0.0184,0.1524,0.351,0.0009,0.0012,0.0576,0.1297,0.04
1313,Four-year,Public 4-year,0,0.86449999,0.601892722,0.0053744,38800,35940,0.2376,0.022,0.2239,0.2731,0.0018,0.004,0.0528,0.1712,0.0136
1314,Four-year,Public 4-year,0,0.8337,0.681791312,0.0058888,35400,36833,0.1341,0.0206,0.2604,0.3582,0.0008,0.003,0.0415,0.1699,0.0115
1315,Four-year,Public 4-year,0,0.90509999,0.65589263,0.0041197,38800,44267,0.266,0.0342,0.2216,0.2795,0.0021,0.0026,0.055,0.1155,0.0236
1316,Four-year,Public 4-year,0,0.74529999,0.817287362,0.0133,31800,23585,0.1142,0.0391,0.4103,0.3432,0.0016,0.0041,0.0394,0.0371,0.011
1317,Four-year,Public 4-year,0,0.85900003,0.604984748,0.0060418,38800,38103,0.194,0.0161,0.2012,0.3385,0.0009,0.0029,0.0465,0.1845,0.0156
1320,Four-year,Public 4-year,0,0.81849998,0.738653072,0.0079396,34000,26412,0.3066,0.0207,0.261,0.179,0.0012,0.001,0.0823,0.1234,0.0247
1321,Four-year,Public 4-year,0,0.74470001,0.70080823,0.015658399,27700,20036,0.3035,0.019,0.276,0.2231,0.0008,0.0016,0.0803,0.0783,0.0174
1322,Four-year,Nonprofit 4-year,0,0.73930001,0.837486551,0.018592,31100,4715,0.4109,0.0058,0.3328,0.0604,0.0061,0.0407,0.0601,0.0265,0.0567
1325,Four-year,Nonprofit 4-year,0,0.74980003,0.710449214,0.0106449,39000,9910,0.2543,0.0422,0.2147,0.2393,0.0021,0.0062,0.0824,0.141,0.0179
1326,Four-year,Nonprofit 4-year,0,0.9052,0.509542664,0.0019411,49100,8056,0.4856,0.0302,0.1804,0.1637,0.0013,0.0022,0.0738,0.0416,0.0213
1328,Four-year,Nonprofit 4-year,0,0.92390001,0.611061794,0.0046192,45600,39943,0.3922,0.0458,0.1526,0.2075,0.0012,0.0024,0.0582,0.1274,0.0127
1329,Four-year,Nonprofit 4-year,0,0.73089999,0.708447938,0.0108675,41200,5187,0.2243,0.0322,0.2095,0.376,0.0038,0.0046,0.0568,0.0638,0.0289
1334,Two-year,Public 2-year,0,0.35969999,1.125307529,0.0024674,18300,7949,0.2617,0.0211,0.6207,0.0425,0.0026,0.0021,0.0391,0.0028,0.0073
1335,Two-year,Public 2-year,0,0.198,1.232727108,0,13500,7979,0.2444,0.0978,0.5725,0.0228,0.0051,0.0026,0.0509,0.0014,0.0026
1338,Two-year,Public 2-year,0,0.361,0.909340934,0.0006413,20400,5071,0.4026,0.0243,0.3005,0.1862,0.0021,0.0019,0.0633,0.0079,0.0113
1339,Four-year,Nonprofit 4-year,0,0.66509998,0.751066513,0.027424,21700,1147,0.7536,0.0165,0.0186,0.0216,0.0103,0.0082,0.0608,0.0371,0.0732
1341,Four-year,Nonprofit 4-year,0,0.74779999,0.573831169,0.0097682,31000,1313,0.5782,0.015,0.1809,0.0829,0.0024,0.0055,0.0569,0.0182,0.06
1342,Four-year,Nonprofit 4-year,0,0.6552,0.870158829,0.016403999,29700,1772,0.2629,0.046,0.5102,0.0681,0.0047,0.0035,0.071,0.0268,0.007
1343,Four-year,Nonprofit 4-year,0,0.51980001,0.995311398,0.028658001,26800,1152,0.3406,0.0333,0.353,0.0894,0.001,0.0038,0.0295,0.1484,0.001
1344,Two-year,Public 2-year,0,0.26069999,1.051566211,0,14800,4219,0.3426,0.0367,0.3646,0.1469,0.0082,0.0035,0.0626,0.0267,0.0082
1345,Four-year,Public 4-year,0,0.2669,1.060358679,0.047277801,21200,2466,0.4131,0.0851,0.3551,0.0128,0.0159,0.0069,0.0303,0.0058,0.075
1346,Four-year,Public 4-year,0,0.197,1.007746986,0.011679,18800,5342,0.5084,0.0284,0.162,0.0251,0.0046,0.0019,0.0332,0.0122,0.2243
1347,Four-year,Nonprofit 4-year,0,0.89450002,0.55694053,0.0049588,27100,2339,0.6559,0.0243,0.0882,0.0477,0.0057,0.0014,0.0796,0.0877,0.0095
1348,Four-year,Public 4-year,0,0.80190003,0.446026004,0.0048672,55800,5999,0.7222,0.01,0.0921,0.0446,0.0037,0.0006,0.0581,0.0542,0.0145
1349,Four-year,Public 4-year,0,0.47299999,0.905177226,0.0262808,29000,10767,0.627,0.0438,0.2233,0.0221,0.0039,0.002,0.0446,0.0112,0.022
1350,Four-year,Public 4-year,0,0.71149999,0.793504341,0.0130665,30800,28581,0.7135,0.0232,0.1423,0.0274,0.0042,0.0016,0.0411,0.037,0.0097
1353,Four-year,Public 4-year,0,0.4373,0.914991427,0.036653101,20700,2925,0.4557,0.0103,0.1142,0.0061,0.2739,0.0022,0.1078,0.0055,0.0244
1355,Two-year,Public 2-year,0,0.38519999,1.077926735,0.047608402,15000,575,0.4914,0.0884,0.3147,0.0065,0.0151,0.0065,0.028,0.0366,0.0129
1358,Four-year,Public 4-year,0,0.35730001,0.999974482,0.0506863,21100,7737,0.6824,0.0233,0.1891,0.0156,0.0056,0.0048,0.0438,0.0128,0.0228
1359,Two-year,Public 2-year,0,0.42480001,0.930424727,0.0250005,21100,761,0.6914,0.042,0.1599,0.0145,0.0048,0.0032,0.0323,0.0258,0.0258
1360,Four-year,Public 4-year,0,0.2816,1.054275813,0.032701898,23400,15758,0.5109,0.0654,0.2881,0.0421,0.0045,0.0026,0.0491,0.0063,0.0309
1361,Two-year,Public 2-year,0,0.46419999,0.931024347,0.059612401,18400,1104,0.7081,0.0426,0.1315,0.0109,0.0045,0,0.0245,0.0444,0.0335
1362,Two-year,Public 2-year,0,0.3935,1.054882671,0.041965,13000,877,0.4578,0.0645,0.366,0.0124,0.0112,0,0.0285,0.0335,0.0261
1363,Four-year,Nonprofit 4-year,0,0.69120002,0.922912278,0.0174492,35100,5561,0.4888,0.0395,0.1931,0.0446,0.0043,0.0031,0.0369,0.0599,0.1299
1365,Four-year,Public 4-year,0,0.3229,0.995768204,0.052791201,22000,5823,0.4636,0.0647,0.3523,0.0107,0.0061,0.0025,0.0515,0.0231,0.0253
1368,Two-year,Public 2-year,0,0.41440001,0.980172077,0.0218943,12800,1142,0.3859,0.0284,0.4603,0.0039,0.0137,0.0039,0.0274,0.0343,0.0421
1370,Four-year,Public 4-year,0,0.70770001,0.727584849,0.0089344,32000,33052,0.6745,0.0157,0.122,0.0566,0.0016,0.0009,0.0582,0.0649,0.0057
1371,Four-year,Nonprofit 4-year,0,0.77219999,0.790587197,0.0064944,35900,10130,0.6811,0.0186,0.1136,0.0416,0.0028,0.001,0.0475,0.0739,0.0199
1372,Four-year,Public 4-year,0,0.47999999,0.890732028,0.033142202,22600,2347,0.7098,0.0284,0.1129,0.0077,0.0057,0.0021,0.0407,0.0052,0.0876
1374,Four-year,Nonprofit 4-year,0,0.7177,1.127462186,0.077730797,29300,1365,0.345,0.3315,0.195,0.0072,0.0054,0.0009,0.009,0.0099,0.0961
1378,Four-year,Public 4-year,0,0.51359999,0.909587342,0.0344101,30900,9562,0.593,0.1235,0.1573,0.0451,0.001,0.0011,0.0331,0.0143,0.0315
1379,Four-year,Nonprofit 4-year,0,0.81110001,0.502492818,0.006546,38200,1941,0.6952,0.0417,0.0857,0.0484,0.0011,0.0011,0.0373,0.0734,0.0161
1380,Four-year,Public 4-year,0,0.49020001,0.880130333,0.0413545,28600,4765,0.6008,0.0981,0.1948,0.0437,0.0016,0.0006,0.0271,0.0002,0.033
1385,Four-year,Nonprofit 4-year,0,0.80510002,0.623318239,0.0096368,49100,5092,0.7724,0.0227,0.0719,0.0268,0.001,0.0005,0.0156,0.0363,0.0529
1392,Two-year,Public 2-year,0,0.1533,0.831803424,0.001518,18400,3655,0.4598,0.1873,0.2303,0.0572,0.0024,0.0011,0.0273,0,0.0346
1393,Four-year,Nonprofit 4-year,0,0.45140001,0.931412666,0.1294374,16800,583,0.517,0.1514,0.1548,0.0204,0.0102,0.0034,0.0527,0.0017,0.0884
1397,Four-year,Nonprofit 4-year,0,0.64700001,0.809504808,0.032585099,35000,6325,0.6225,0.119,0.1234,0.0329,0.0036,0.0008,0.0071,0.0432,0.0474
1398,Two-year,Public 2-year,0,0.24339999,0.713105904,0.0012246,16700,742,0.7854,0.025,0.1347,0.016,0.002,0.004,0.017,0,0.016
1399,Two-year,Public 2-year,0,0.12620001,0.918916361,0.0043,17900,3371,0.2993,0.1868,0.4011,0.0432,0.002,0.0027,0.02,0.0175,0.0273
1401,Four-year,For-profit 4-year,0,0.19589999,1.095773781,0.1385524,23000,7004,0.3811,0.2613,0.0847,0.0078,0.0081,0.0027,0.0426,0.0122,0.1996
1402,Four-year,Nonprofit 4-year,0,0.77079999,0.627542261,0.0163728,44900,10492,0.7676,0.04,0.0874,0.0345,0.0014,0.0003,0.0243,0.019,0.0256
1403,Four-year,Nonprofit 4-year,0,0.6983,0.779846156,0.019602001,38900,8203,0.722,0.0498,0.1178,0.0207,0.0015,0.0007,0.0212,0.0125,0.0538
1406,Four-year,Public 4-year,0,0.50520003,0.979012965,0.040736001,29000,8715,0.5555,0.1905,0.1037,0.0303,0.0028,0.0008,0.042,0.0042,0.0703
1409,Four-year,Nonprofit 4-year,0,0.63059998,0.912160082,0.018209999,33600,1809,0.5688,0.1399,0.1561,0.059,0.0035,0,0.0185,0.0162,0.0382
1414,Four-year,Nonprofit 4-year,0,0.84429997,0.635242243,0.0014608,42200,2375,0.6323,0.062,0.086,0.037,0.0009,0,0.0268,0.1309,0.0241
1416,Four-year,Nonprofit 4-year,0,0.41620001,1.110077449,0.053742498,24000,4088,0.2167,0.2861,0.2064,0.0337,0.0053,0.0003,0.0217,0.1025,0.1274
1417,Four-year,Public 4-year,0,0.80486947,0.699875889,0.010293766,39900,27876,0.540371644,0.073369573,0.132692074,0.11279013,0.001335524,0.000523038,0.031927683,0.081203656,0.025788289
1422,Four-year,Nonprofit 4-year,0,0.57980001,0.805844544,0.040435199,29200,6433,0.5406,0.1533,0.1358,0.0377,0.0029,0.0006,0.0352,0.0499,0.044
1424,Four-year,Nonprofit 4-year,0,0.89359999,0.532746465,0.0036176,33000,3540,0.5363,0.0592,0.116,0.0732,0.0003,0.0003,0.0623,0.1246,0.0277
1425,Four-year,Public 4-year,0,0.57700002,0.823389692,0.042920198,30400,4648,0.6446,0.0963,0.1213,0.0297,0.0024,0.0017,0.0355,0.0092,0.0593
1426,Four-year,Nonprofit 4-year,0,0.96600002,0.586680348,0.0008866,52200,15796,0.4231,0.0753,0.1338,0.1882,0.0047,0.0007,0.0615,0.1083,0.0044
1428,Four-year,Public 4-year,1,0.40079999,1.217076008,0.089351997,21500,4318,0.0832,0.7392,0.0694,0.0052,0.0026,0.0016,0.0568,0.0407,0.0013
1429,Four-year,Nonprofit 4-year,0,0.42219999,1.005230684,0.027642,29000,1098,0.4712,0.2534,0.0726,0.0315,0.0055,0,0.0548,0.1027,0.0082
1431,Four-year,Public 4-year,0,0.8136,0.629268406,0.0103444,39400,22639,0.7081,0.0565,0.0827,0.0519,0.0013,0.0007,0.0322,0.0503,0.0164
1433,Four-year,Nonprofit 4-year,0,0.31779999,1.052894457,0.1092438,28100,1251,0.3801,0.4316,0.0739,0.012,0.0026,0.0026,0.0619,0.0043,0.031
1434,Four-year,Nonprofit 4-year,0,0.79820001,0.630201947,0.0080298,38600,11700,0.5609,0.0717,0.1332,0.0697,0.0011,0.0008,0.0444,0.0856,0.0326
1436,Four-year,Nonprofit 4-year,0,0.47690001,0.941157416,0.042282,32900,565,0.4356,0.26,0.0913,0.0422,0.0023,0,0.0422,0.0047,0.1218
1437,Four-year,Nonprofit 4-year,0,0.75800002,0.673072195,0.0130175,37400,4880,0.65,0.0443,0.1375,0.0401,0.0018,0.0006,0.048,0.0559,0.0219
1441,Four-year,Public 4-year,1,0.2353,1.128705552,0.056474999,16800,3168,0.0424,0.6042,0.1307,0.0189,0.0025,0.0025,0.0279,0.099,0.0719
1443,Four-year,Nonprofit 4-year,0,0.47170001,0.895761695,0.039454501,14900,1436,0.5072,0.1565,0.1241,0.0432,0.0072,0.0054,0.0369,0.0414,0.0782
1444,Four-year,Nonprofit 4-year,0,0.82069999,0.663381485,0.0069027,46700,21019,0.5072,0.0714,0.1034,0.1081,0.0007,0.0011,0.0386,0.1074,0.0621
1445,Four-year,Nonprofit 4-year,0,0.94129997,0.537963342,0.00318,58500,13752,0.5201,0.0674,0.1027,0.0987,0.0001,0.0004,0.0477,0.1398,0.023
1448,Four-year,Nonprofit 4-year,1,0.6243,1.166522943,0.045088001,29400,7668,0.0222,0.8863,0.0092,0.0141,0.0013,0.0052,0,0.0616,0
1459,Four-year,For-profit 4-year,0,0.3381747,1.242089642,0.072844334,27500,36558,0.206945168,0.638377633,0.071128644,0.010169884,0.006835879,0.001723717,0.035386467,0.001841781,0.027618969
1460,Four-year,Nonprofit 4-year,0,0.2789,1.190535048,0.092294402,21000,1379,0.0176,0.5733,0.2808,0.0147,0.0022,0,0.0176,0.0051,0.0887
1466,Four-year,Nonprofit 4-year,0,0.3633,1.154497852,0.026531501,29500,5557,0.1746,0.3293,0.3432,0.0095,0.003,0.0015,0.0193,0.0819,0.0377
1467,Four-year,Nonprofit 4-year,1,0.34079999,1.304658128,0.106522,17600,3769,0.0099,0.8044,0.0326,0.0006,0.0019,0.0003,0.0235,0.0171,0.1097
1468,Four-year,Nonprofit 4-year,0,0.3971,1.140899698,0.009677501,30400,2336,0.071,0.2819,0.4249,0.0122,0,0.001,0.0254,0.141,0.0426
1469,Four-year,Nonprofit 4-year,0,0.59759998,1.01103,0.033722032,33900,6897,0.51303332,0.102452289,0.10671743,0.020702936,0.003119093,0.003469493,0.02851355,0.201161979,0.020759885
1470,Four-year,Public 4-year,0,0.47369999,1.017048306,0.0070848,16100,10893,0.6342,0.1143,0.1444,0.0221,0.0046,0.002,0.0463,0.0133,0.019
1471,Four-year,Public 4-year,0,0.3662,1.110206554,0.01977,18200,5196,0.599,0.1297,0.1725,0.0189,0.003,0.0018,0.0424,0.0196,0.0131
1472,Four-year,Public 4-year,0,0.48010001,1.004108817,0,18600,1486,0.6952,0.1878,0.0428,0.0094,0.0087,0.002,0.0267,0.0134,0.014
1475,Four-year,Public 4-year,0,0.37450001,1.082122568,0.0054317,15200,10210,0.6014,0.137,0.1804,0.0199,0.0022,0.0017,0.0383,0.0027,0.0164
1477,Four-year,Public 4-year,0,0.3195,0.988875981,0.0124488,20200,11241,0.4263,0.1287,0.3319,0.0183,0.005,0.0013,0.0228,0.026,0.0398
1478,Four-year,Nonprofit 4-year,1,0.2009,1.295071286,0.0197984,12800,1655,0.0403,0.8657,0.03,0.001,0.001,0.001,0.0238,0.0021,0.0351
1479,Four-year,Nonprofit 4-year,0,0.5895887,0.818876785,0.01239342,40500,16930,0.578504717,0.065220756,0.147721566,0.040572304,0.003881277,0.006142354,0.038084786,0.062429649,0.057519676
1480,Four-year,Public 4-year,1,0.50870001,1.225398636,0.042114601,24300,8741,0.032,0.8837,0.0362,0.0051,0.0001,0,0.0379,0.0051,0
1481,Four-year,Public 4-year,0,0.5226,1.02271185,0.0111872,27500,25562,0.404,0.1985,0.276,0.0405,0.0016,0.0012,0.0375,0.0315,0.0091
1482,Four-year,Nonprofit 4-year,0,0.5765,0.752291822,0.0148511,23000,489,0.7668,0.0672,0.0692,0.0138,0.0079,0,0.0474,0.0237,0.004
1484,Four-year,Public 4-year,0,0.37799999,1.071235252,0.0057652,18100,16780,0.4651,0.285,0.1087,0.0427,0.003,0.0044,0.0337,0.0056,0.0519
1485,Four-year,Public 4-year,0,0.29609999,1.056674951,0.0193638,14000,697,0.533,0.1002,0.2677,0.0159,0.0024,0.0037,0.0306,0.0122,0.0342
1486,Four-year,Nonprofit 4-year,1,0.36140001,1.328768323,0.1046496,14500,1227,0.0072,0.667,0.0797,0,0,0.0009,0.0081,0.1665,0.0707
1487,Four-year,Nonprofit 4-year,0,0.67989999,0.87993394,0.016879501,24400,2154,0.7796,0.0297,0.083,0.0252,0.004,0.002,0.0357,0.0352,0.0055
1488,Four-year,Nonprofit 4-year,0,0.64179999,0.886414172,0.0273546,27000,3164,0.7127,0.0641,0.1223,0.0334,0.0113,0.0008,0.006,0.0323,0.0173
1489,Four-year,Public 4-year,0,0.82880002,0.927357247,0.0091536,30900,38932,0.6038,0.0862,0.2127,0.0249,0.002,0.0013,0.0389,0.0168,0.0133
1490,Four-year,Public 4-year,0,0.4425,0.984269643,0.0139062,15400,3263,0.6723,0.129,0.0658,0.0282,0.0058,0.0002,0.0408,0.0051,0.0527
1493,Four-year,Public 4-year,0,0.3872,0.963777604,0.0070012,17100,11778,0.4877,0.1668,0.2645,0.0157,0.0032,0.0009,0.0266,0.0101,0.0244
1495,Four-year,Nonprofit 4-year,0,0.52710003,1.004171511,0.009704,30900,3800,0.53,0.2072,0.1233,0.0268,0.0032,0.0042,0.0335,0.0719,0
1499,Two-year,Nonprofit 2-year,0,0.70649558,1.129674221,0.14684801,14355.43792,1766,0.120346583,0.441760539,0.354206256,0.025981136,0.004800577,0.004806737,0.025018479,0,0.023100096
1500,Four-year,Public 4-year,0,0.3125,1.047320999,0.032892998,19900,28626,0.1562,0.3225,0.3706,0.028,0.0022,0.0029,0.035,0.048,0.0345
1501,Four-year,Public 4-year,0,0.50700003,0.82600767,0.0143849,16200,2422,0.7248,0.1699,0.0634,0.0106,0.0037,0.0008,0.024,0.0008,0.002
1502,Four-year,Public 4-year,0,0.40000001,0.952701107,0.025418401,17400,3265,0.5502,0.098,0.2336,0.0375,0.0059,0.004,0.0281,0.0086,0.034
1504,Four-year,Public 4-year,0,0.37869999,1.102704976,0.0101824,17400,6934,0.6072,0.0955,0.1985,0.0227,0.003,0.0018,0.0295,0.0233,0.0185
1505,Four-year,Nonprofit 4-year,0,0.54720002,0.956817746,0.014553,20800,3367,0.4672,0.1094,0.1604,0.0123,0.0018,0.0014,0.015,0.1741,0.0583
1506,Four-year,Public 4-year,0,0.3466,1.070189654,0.003555,16700,46758,0.054,0.1415,0.7007,0.0088,0.0008,0.0006,0.0073,0.0656,0.0207
1508,Four-year,Public 4-year,0,0.52530003,0,0,16700,848,0.6529,0.2669,0.0689,0,0.0013,0,0.0063,0.0038,0
1509,Four-year,Nonprofit 4-year,0,0.5025,1.107026989,0.0112574,27500,13074,0.2848,0.1402,0.3379,0.1026,0.0027,0.001,0.0369,0.0595,0.0344
1510,Four-year,Public 4-year,0,0.35210001,0.820640804,0.0073675,15200,4081,0.6651,0.0927,0.1063,0.0279,0.0049,0.013,0.0604,0.0109,0.0188
1512,Four-year,Public 4-year,0,0.37439999,1.045538624,0.0083558,19600,20953,0.299,0.2752,0.3174,0.0238,0.0022,0.0022,0.0255,0.0173,0.0374
1513,Four-year,Public 4-year,0,0.28960001,0.814682206,0.0116802,16100,7021,0.6237,0.1727,0.0767,0.0333,0.0075,0.0039,0.0598,0.0042,0.0181
1514,Four-year,Public 4-year,0,0.2687,0.984561663,0.0100293,18200,7537,0.4908,0.1727,0.2438,0.0233,0.003,0.001,0.0325,0.0119,0.0211
1515,Four-year,Nonprofit 4-year,0,0.74129999,0.954010175,0.0122016,26200,3549,0.5476,0.0498,0.2011,0.0331,0.0019,0,0.0412,0.0856,0.0397
1519,Four-year,Public 4-year,0,0.57300001,1.089750736,0.012768,19800,10655,0.5477,0.1408,0.1933,0.0302,0.002,0.0014,0.0422,0.0291,0.0133
1520,Four-year,Public 4-year,0,0.41409999,1.129213722,0.010229,16700,11642,0.4459,0.1643,0.268,0.0283,0.0023,0.0026,0.0388,0.0244,0.0256
1521,Four-year,Nonprofit 4-year,0,0.4217,0.987180853,0.036872301,21300,6320,0.5862,0.1395,0.2131,0.0142,0.0052,0.005,0.009,0.0138,0.014
1522,Four-year,Public 4-year,0,0.41639999,0.807423079,0.0041965,15300,1943,0.44,0.1185,0.3683,0.017,0.0024,0.0019,0.0203,0.0208,0.0109
1523,Four-year,Public 4-year,0,0.4621,1.123465095,0.0037978,15900,4581,0.6795,0.1063,0.1161,0.0214,0.0028,0.0028,0.0408,0.0024,0.028
1526,Four-year,Nonprofit 4-year,0,0.51419997,1.165401624,0.040033199,27200,10554,0.3311,0.3134,0.1376,0.0144,0.0045,0.0022,0.0187,0.0322,0.1459
1528,Four-year,Public 4-year,0,0.32499999,1.171145811,0.008058,17000,18970,0.6008,0.1424,0.1566,0.0365,0.0032,0.0023,0.0341,0.0076,0.0164
1531,Four-year,Nonprofit 4-year,0,0.61269999,0.920833197,0.0141674,25400,3594,0.5996,0.0813,0.1738,0.025,0.0013,0.0006,0.048,0.0586,0.0118
1533,Four-year,Public 4-year,0,0.3536,1.109196027,0.041092999,17500,9107,0.4747,0.3083,0.1343,0.0152,0.0028,0.0011,0.0329,0.013,0.0177
1535,Four-year,Public 4-year,0,0.89929998,0.830847016,0.003586242,36600,48940,0.538539556,0.062272292,0.220307429,0.082374309,0.002219597,0.003984459,0.037219927,0.020388846,0.032785815
1536,Four-year,Nonprofit 4-year,0,0.81879997,0.798091625,0.0050483,38200,14756,0.4214,0.0844,0.2233,0.0494,0.0014,0.0004,0.0304,0.15,0.0394
1537,Four-year,Public 4-year,0,0.69232154,1.010735816,0.004623391,28400,43375,0.497044574,0.095792479,0.207667524,0.064423104,0.00189098,0.00156494,0.039639161,0.058143338,0.03384484
1538,Four-year,Nonprofit 4-year,0,0.60149997,0.859588713,0.0139932,32300,9706,0.6184,0.0473,0.1318,0.0183,0.0011,0.0017,0.0302,0.0914,0.06
1540,Four-year,Nonprofit 4-year,0,0.29418251,1.079198614,0.057424054,22400,1332,0.354450922,0.286319006,0.082633761,0.001622213,0.014453569,0.007234002,0.024849238,0.146789415,0.081797033
1541,Four-year,Public 4-year,0,0.2199,1.106404667,0.066431999,19300,3458,0.7855,0.1116,0.0673,0.0085,0.0035,0.0003,0.0112,0.0118,0.0003
1542,Four-year,Nonprofit 4-year,0,0.69400001,0.986781737,0.0269685,24300,1042,0.3271,0.3157,0.1284,0.0745,0.0021,0.001,0.0611,0.0652,0.0248
1544,Four-year,Public 4-year,1,0.19239999,1.247588003,0.086317003,19500,5348,0.1408,0.7387,0.0462,0.0041,0.0023,0.0002,0.0161,0.005,0.0465
