opeid6,level,sector,hbcu,completion_rate_150,share_outstanding_ug_5,cdr3_wgtd,pct25_earn_wne_p10,est_fte,white_share,black_share,hisp_share,asian_share,aian_share,nhpi_share,twomore_share,nra_share,unkn_share
1691,Four-year,Nonprofit 4-year,0,0.72460002,0.659853612,0.0106296,44000,4885,0.3635,0.0516,0.1652,0.1508,0.0003,0,0.039,0.1949,0.0345
1692,Four-year,Public 4-year,0,0.6911,0.716282304,0.021828299,33600,18878,0.7313,0.0931,0.1106,0.0211,0.0011,0.001,0.0319,0.0071,0.0029
1693,Four-year,Public 4-year,0,0.2129,0.963275272,0.023334499,22400,5711,0.2786,0.1121,0.3774,0.0848,0.0024,0.0024,0.02,0.0222,0.1001
1694,Four-year,Public 4-year,0,0.1939,1.27135806,0.1003926,18500,1862,0.0336,0.7386,0.0721,0.0049,0.0049,0.0005,0,0.0346,0.1107
1696,Four-year,Nonprofit 4-year,0,0.79350001,0.607483858,0.0157525,40700,1920,0.6957,0.0617,0.0943,0.0552,0,0,0.0267,0.0563,0.0101
1699,Two-year,Public 2-year,0,0.1688,1.063996594,0.007119,17000,9225,0.5452,0.1011,0.267,0.0264,0.0035,0.0004,0.0367,0.0045,0.0152
1700,Four-year,Nonprofit 4-year,0,0.63639998,0.887201693,0.035806801,25000,1278,0.4775,0.1181,0.2102,0.021,0,0.003,0.024,0.046,0.1001
1701,Two-year,Public 2-year,0,0.3154,0.878628847,0,14900,2299,0.9014,0.0482,0.0188,0.0055,0.0033,0,0.0221,0,0.0006
1704,Four-year,Nonprofit 4-year,0,0.75330001,0.706055597,0.022621799,25800,1308,0.4765,0.0827,0.148,0.0546,0,0.0023,0.0493,0.1677,0.019
1705,Two-year,Public 2-year,0,0.2814,0.994866645,0.0060273,15700,1914,0.8047,0.022,0.1419,0.007,0.0014,0.0014,0.0019,0,0.0197
1706,Four-year,Nonprofit 4-year,0,0.69230002,0.752053194,0.0135594,33400,1630,0.575,0.0498,0.1432,0.0518,0.0027,0.0014,0.0375,0.1064,0.0321
1707,Four-year,Nonprofit 4-year,0,0.6354,0.831926218,0.0231154,32000,5732,0.5902,0.0555,0.2075,0.0512,0.0009,0.0012,0.027,0.0192,0.0472
1708,Four-year,Nonprofit 4-year,0,0.70649999,0.937755936,0.055651002,19400,512,0.8492,0.0678,0.0101,0.0075,0,0.0025,0.0126,0.0452,0.005
1709,Four-year,Nonprofit 4-year,0,0.2458,1.127987025,0.054215699,18400,876,0.4042,0.4396,0.075,0.0063,0.0031,0.001,0.0396,0.0125,0.0188
1710,Four-year,Nonprofit 4-year,0,0.74239999,0.766133529,0.017996799,36500,14623,0.5479,0.0546,0.1648,0.1254,0.0014,0.0026,0.0417,0.0474,0.0142
1716,Two-year,Nonprofit 2-year,0,0.26320001,1.216761251,0.1331715,14100,292,0.1593,0.5525,0.2339,0.0136,0.0068,0.0034,0.0305,0,0
1717,Four-year,Nonprofit 4-year,0,0.41780001,1.002546422,0.084157199,22200,506,0.7263,0.0876,0.0931,0.0036,0.0036,0.0055,0.0693,0.0018,0.0091
1722,Four-year,Nonprofit 4-year,0,0.5442,0.96518815,0.0325578,30800,2159,0.6169,0.1346,0.0525,0.0042,0.0042,0.0021,0.0343,0.04,0.1112
1724,Four-year,Nonprofit 4-year,0,0.57870001,0.903019973,0.054405,28400,2118,0.6867,0.1387,0.0709,0.013,0.0016,0.0005,0.0469,0.0287,0.013
1725,Four-year,Nonprofit 4-year,0,0.57429999,0.815246777,0.057985999,29200,935,0.6482,0.0966,0.0988,0.0111,0.0033,0,0.0388,0.0388,0.0644
1728,Two-year,Public 2-year,0,0.1831,1.114196493,0.002444,19900,2749,0.0591,0.0248,0.8537,0.0127,0.0015,0,0.0065,0,0.0417
1733,Four-year,Nonprofit 4-year,0,0.22220001,1.093230977,0.029198401,26700,5034,0.2128,0.2395,0.4068,0.0203,0.0034,0.0014,0.0145,0.0635,0.0378
1734,Four-year,Nonprofit 4-year,0,0.67930001,0.735490917,0.0210688,31200,2872,0.6467,0.0443,0.156,0.0337,0.0015,0.0011,0.0363,0.0307,0.0496
1735,Four-year,Nonprofit 4-year,0,0.59539998,0.865530021,0.037368,24300,2419,0.3884,0.0819,0.3015,0.0839,0.0015,0.0117,0.0356,0.0635,0.032
1737,Four-year,Public 4-year,0,0.4551,0.899435917,0.049444199,29500,14398,0.5253,0.1653,0.19,0.0559,0.0011,0.0009,0.0375,0.0212,0.0027
1739,Four-year,Nonprofit 4-year,0,0.94639999,0.506491764,0.002092,46600,18723,0.4546,0.0594,0.1252,0.1734,0.0009,0.0001,0.0568,0.0921,0.0375
1741,Four-year,Nonprofit 4-year,0,0.61019999,0.837705156,0.030449999,22400,4364,0.7479,0.0813,0.0907,0.0234,0.0016,0.0006,0.0305,0.0109,0.0131
1742,Two-year,Public 2-year,0,0.56,0.73781846,0.0121766,16200,970,0.9196,0.0222,0.018,0.0097,0.0014,0,0.0291,0,0
1745,Four-year,Nonprofit 4-year,0,0.51910001,0.945542134,0.070722297,26500,1122,0.5655,0.1114,0.0469,0.0022,0.0011,0.0011,0.0033,0.0229,0.2456
1747,Two-year,Public 2-year,0,0.33149999,0.920700016,0.0076288,16500,4678,0.6063,0.0868,0.2131,0.0292,0.0031,0.0006,0.0257,0.0052,0.0301
1748,Four-year,Nonprofit 4-year,0,0.38100001,0.964633956,0.0467025,30000,1120,0.5957,0.0988,0.1718,0.0237,0.0021,0,0.034,0.0679,0.0062
1749,Four-year,Nonprofit 4-year,0,0.38949999,1.069619042,0.042879999,26900,3416,0.4375,0.1531,0.2444,0.0564,0.0042,0.0029,0.0328,0.0383,0.0303
1750,Four-year,Nonprofit 4-year,0,0.61479998,0.871108532,0.034329399,28300,2837,0.295,0.0601,0.5562,0.0338,0.0033,0.001,0.0138,0.0157,0.021
1752,Two-year,Public 2-year,0,0.43619999,0.729111973,0.016929001,18700,1193,0.7677,0.0298,0.1499,0.0141,0.0024,0.0008,0.0181,0,0.0173
1753,Four-year,Nonprofit 4-year,0,0.64859998,0.893625882,0.022093199,17100,3605,0.3415,0.0356,0.1078,0.0992,0.0014,0.0007,0.0328,0.3339,0.047
1757,Two-year,Public 2-year,0,0.36160001,0,0,14800,984,0.8737,0.0381,0.0167,0.0072,0.0012,0,0.0286,0.0143,0.0203
1758,Four-year,Public 4-year,0,0.41440001,0.996721499,0.062563203,27200,10722,0.6605,0.1498,0.0928,0.0198,0.0026,0.0007,0.0338,0.0391,0.0008
1759,Four-year,Public 4-year,0,0.48750001,0.911499068,0.032561801,28600,11209,0.7299,0.1346,0.0464,0.0234,0.0028,0.0015,0.0352,0.0135,0.0126
1767,Four-year,Nonprofit 4-year,0,0.47029999,0.947862168,0.032280002,30100,4593,0.4194,0.0858,0.175,0.1456,0.0067,0.0045,0,0.0067,0.1564
1768,Four-year,Nonprofit 4-year,0,0.57080001,0.937100902,0.053729001,29900,3332,0.4054,0.1176,0.3908,0.0299,0.001,0.0007,0.0238,0.0003,0.0306
1769,Two-year,Public 2-year,0,0.1602,0,0,14500,2678,0.1503,0.5931,0.2067,0.0106,0.0021,0.0028,0.0252,0.0007,0.0085
1771,Four-year,Nonprofit 4-year,0,0.60430002,0.773174908,0.0353241,24700,1273,0.5975,0.0873,0.1222,0.0113,0.0021,0.001,0.0144,0.1263,0.038
1772,Four-year,Nonprofit 4-year,0,0.45860001,1.004348136,0.028529396,24100,1375,0.526123159,0.168683373,0.142520309,0.029716746,0.002407482,0.001162233,0.038021615,0.026150238,0.065280879
1773,Two-year,Public 2-year,0,0.1899,1.054984837,0.0056851,19600,6695,0.3053,0.1746,0.4191,0.0249,0.0009,0.0015,0.0222,0.0133,0.0382
1774,Four-year,Nonprofit 4-year,0,0.94230002,0.554856229,0.001593,43900,13058,0.393,0.0518,0.1368,0.1918,0.0011,0.0002,0.0645,0.1397,0.0211
1775,Four-year,Public 4-year,0,0.84329998,0.612198642,0.006631,41400,51551,0.4422,0.0604,0.1203,0.1895,0.0005,0.0008,0.0332,0.1472,0.0057
1776,Four-year,Public 4-year,0,0.59359998,0.821446764,0.0131998,33900,27000,0.2832,0.0791,0.3403,0.212,0.0004,0.0006,0.0304,0.0499,0.0039
1779,Two-year,Public 2-year,0,0.56760001,0.651674995,0.0049572,12100,1624,0.8687,0.0594,0.0396,0.0108,0,0,0.0216,0,0
1780,Four-year,Public 4-year,0,0.46290001,0.91359976,0.064761497,28400,7508,0.5902,0.211,0.1257,0.0108,0.0009,0.0004,0.0311,0.0124,0.0175
1781,Four-year,Nonprofit 4-year,0,0.86769998,0.479269484,0.0044757,26100,2831,0.7229,0.0283,0.0626,0.0888,0.0013,0.0004,0.0588,0.033,0.0038
1784,Two-year,Nonprofit 2-year,0,0.2642,1.112516559,0.106908,17500,326,0.5962,0.2304,0.1057,0,0.0027,0,0.0352,0.0271,0.0027
1785,Four-year,Nonprofit 4-year,0,0.60390002,0.917581693,0.054935399,22600,1576,0.806,0.0661,0.0424,0.0043,0.0022,0.0029,0.0474,0.0165,0.0122
1786,Four-year,Public 4-year,0,0.62739998,0.898906301,0.0300775,27700,19132,0.7887,0.0842,0.0536,0.0119,0.0001,0.0012,0.0364,0.0125,0.0115
1787,Four-year,Nonprofit 4-year,0,0.708,0.882288558,0.044320501,24400,1318,0.6712,0.0981,0.0981,0.0113,0.0016,0,0.086,0.0281,0.0056
1788,Four-year,Nonprofit 4-year,0,0.8229,0.625652997,0.0137228,37700,5470,0.8228,0.0367,0.0435,0.034,0.0015,0.0002,0.0347,0.0099,0.0167
1792,Four-year,Nonprofit 4-year,0,0.85290003,0.632199409,0.008822,37100,2221,0.6623,0.0537,0.0822,0.0355,0.0023,0,0.036,0.1149,0.0131
1793,Four-year,Nonprofit 4-year,0,0.63859999,0.673031602,0.035327598,22300,1105,0.519,0.078,0.0761,0.038,0,0,0.0361,0.2273,0.0254
1795,Four-year,Nonprofit 4-year,0,0.73940003,0.765323186,0.0148797,28100,2229,0.7398,0.0367,0.0362,0.0287,0.002,0.001,0.0258,0.1145,0.0154
1798,Four-year,Nonprofit 4-year,0,0.60839999,0.854244579,0.039369199,30600,1028,0.8735,0.0335,0.0303,0.0076,0.0032,0,0.04,0.0022,0.0097
1799,Four-year,Nonprofit 4-year,0,0.68449998,0.65478149,0.0140256,21900,887,0.5891,0.0436,0.2376,0.0206,0.0012,0.0012,0.023,0.0776,0.0061
1800,Four-year,Nonprofit 4-year,0,0.56730002,0.718209278,0.0146224,20200,1934,0.8455,0.0377,0.0606,0.0133,0.0007,0,0.0222,0.0096,0.0103
1801,Four-year,Nonprofit 4-year,0,0.71509999,0.804422184,0.028004801,33000,1263,0.737,0.0591,0.0318,0.0073,0.0027,0.0027,0.0209,0.0273,0.111
1803,Four-year,Nonprofit 4-year,0,0.6128,0.741752765,0.018259199,23400,1083,0.8287,0.0265,0.0561,0.0041,0.001,0.002,0.0377,0.0438,0
1804,Four-year,Nonprofit 4-year,0,0.60339999,1.010378343,0.0360195,25700,5465,0.6753,0.1043,0.0588,0.0167,0.0011,0.0016,0.035,0.0671,0.0401
1805,Four-year,Nonprofit 4-year,0,0.4062157,1.116192644,0.21057288,28800,4750,0.433422007,0.316414047,0.050203344,0.00787592,0.003382542,0.00170194,0.032118863,0.046641605,0.108339732
1807,Four-year,Public 4-year,0,0.40779999,0.997511655,0.077275202,25900,11124,0.6708,0.1854,0.0485,0.0117,0.0036,0.0007,0.0397,0.0339,0.0057
1808,Four-year,Public 4-year,0,0.46650001,0.912516605,0.020175001,23700,8481,0.8595,0.0438,0.0383,0.0136,0.0019,0.0007,0.0263,0.0147,0.0012
1809,Four-year,Public 4-year,0,0.77960002,0.750217145,0.011862,31500,40172,0.6908,0.0456,0.0648,0.0581,0.001,0.0002,0.0446,0.0926,0.0022
1811,Four-year,Public 4-year,0,0.40549999,1.115801685,0.040185001,16800,2930,0.7847,0.0522,0.0376,0.0089,0.0033,0,0.0287,0.0168,0.0677
1813,Four-year,Public 4-year,0,0.4747,0.996113025,0.026603101,27000,23622,0.6842,0.0911,0.0823,0.0496,0.0008,0.0004,0.0469,0.0396,0.005
1814,Four-year,Public 4-year,0,0.36880001,1.041984993,0.038673598,21700,2689,0.8216,0.0447,0.0546,0.0099,0.004,0.0004,0.0352,0.0106,0.019
1815,Four-year,Public 4-year,0,0.33860001,1.147585421,0.046530899,19700,3211,0.5287,0.1544,0.2417,0.0308,0.0015,0,0.0293,0.0044,0.0092
1816,Four-year,Public 4-year,0,0.32080001,1.058839171,0.037746001,21000,4409,0.6924,0.0832,0.1199,0.0163,0.0017,0.0011,0.045,0.0317,0.0087
1817,Four-year,Public 4-year,0,0.32170001,1.056666817,0.030667299,24200,4160,0.8195,0.0654,0.0459,0.0151,0.0011,0.0004,0.0389,0.0066,0.007
1820,Four-year,Nonprofit 4-year,0,0.55650002,0.836861771,0.053359602,26000,1253,0.7243,0.0852,0.07,0.0143,0.0008,0,0.0396,0.0346,0.0312
1821,Four-year,Nonprofit 4-year,0,0.57050002,0.963721565,0.033765901,27300,2899,0.7273,0.1051,0.0606,0.0279,0.0004,0.0013,0.0314,0.0144,0.0314
1822,Four-year,Nonprofit 4-year,0,0.52301961,0.956082031,0.040465929,32000,12335,0.699033483,0.18239031,0.044601703,0.010409342,0.00192209,0.000888955,0.038762787,0.013906968,0.008184362
1824,Four-year,Nonprofit 4-year,0,0.57279998,0.933470676,0.021190399,18200,926,0.7478,0.0746,0.0391,0.0018,0.0053,0,0.032,0.0337,0.0657
1825,Four-year,Public 4-year,0,0.80610001,0.694018078,0.0066907,36000,42176,0.6388,0.0287,0.0515,0.0853,0.0011,0.0007,0.0348,0.1389,0.02
1828,Four-year,Public 4-year,0,0.3867,1.029625558,0.027915001,22100,7002,0.7568,0.0656,0.0783,0.0304,0.0021,0.0008,0.0385,0.0254,0.0021
1830,Four-year,Nonprofit 4-year,0,0.81419998,0.384737966,0.007704,60900,2016,0.6565,0.0309,0.0473,0.056,0.001,0.001,0.0453,0.1505,0.0116
1832,Four-year,Nonprofit 4-year,0,0.54949999,0.928912227,0.038780499,27900,2037,0.7734,0.0738,0.0829,0.0152,0.0011,0.0006,0.031,0.009,0.013
1834,Four-year,Nonprofit 4-year,0,0.2714,1.16319161,0.0742056,21400,513,0.3179,0.2331,0.2775,0.0096,0.0019,0.0019,0.027,0,0.131
1835,Four-year,Nonprofit 4-year,0,0.57349998,1.042788322,0.036400001,17800,871,0.8034,0.0509,0.0255,0.0071,0.0014,0.0028,0.0537,0.0113,0.0438
1836,Four-year,Nonprofit 4-year,0,0.77700001,0.661666807,0.012332,33500,1636,0.7658,0.0243,0.1306,0.0174,0.0014,0.0007,0.0271,0.0097,0.0229
1838,Four-year,Nonprofit 4-year,0,0.82489997,0.613057612,0.008664,21300,2167,0.8347,0.0355,0.0371,0.0291,0.0064,0.0026,0.0069,0.0477,0
1839,Four-year,Nonprofit 4-year,0,0.64979351,0.842302286,0.024865029,29400,3134,0.801752435,0.044062897,0.048262855,0.013547692,0.002501186,0.001308132,0.034303388,0.038940534,0.015233672
1840,Four-year,Nonprofit 4-year,0,0.96960002,0.418558951,0.002233,53200,12757,0.6844,0.0378,0.1082,0.0476,0.0022,0.0005,0.0503,0.0631,0.0058
1842,Four-year,Nonprofit 4-year,0,0.70999998,0.709223557,0.0206243,32000,3688,0.7215,0.0555,0.0943,0.0205,0.0006,0,0.0356,0.0363,0.0356
1843,Four-year,Public 4-year,0,0.27849999,1.045698944,0.0294978,19300,8367,0.7144,0.0949,0.1122,0.0081,0.0041,0.0027,0.0204,0.0059,0.0372
1844,Four-year,Nonprofit 4-year,0,0.70630002,0.795252374,0.027240399,38100,962,0.7446,0.0568,0.0885,0.0091,0,0,0.0272,0.0568,0.017
1846,Four-year,Nonprofit 4-year,0,0.44780001,0.902767515,0.087444,27700,965,0.5978,0.122,0.1604,0.0198,0.0165,0.0088,0.0066,0.0659,0.0022
1847,Four-year,Nonprofit 4-year,0,0.54390001,0.973660976,0.041218199,26900,1811,0.7393,0.0375,0.0511,0.0078,0.0052,0.0006,0.0168,0.0123,0.1294
1848,Two-year,Public 2-year,0,0.36989999,1.055623247,0.083940499,15300,1775,0.4198,0.069,0.051,0.0112,0.0199,0.0012,0.0236,0.0342,0.37
1850,Four-year,Nonprofit 4-year,0,0.71560001,0.723255327,0.019017501,33100,1087,0.8597,0.0242,0.0576,0.013,0.0028,0.0009,0.0223,0,0.0195
1852,Four-year,Nonprofit 4-year,0,0.63230002,0.780587521,0.0342342,29900,780,0.7442,0.0807,0.0903,0.0137,0.0027,0.0068,0.0178,0.0246,0.0192
1854,Four-year,Nonprofit 4-year,0,0.65560001,0.684837497,0.0160028,33500,1495,0.6808,0.0782,0.1059,0.0489,0.0037,0.0022,0.0307,0.0219,0.0278
1856,Four-year,Nonprofit 4-year,0,0.75830001,0.786275186,0.025084799,26000,1177,0.682,0.0626,0.0753,0.0352,0.0176,0.001,0.0147,0.0705,0.0411
1857,Two-year,Public 2-year,0,0.49680001,0.99683582,0.0634,19100,1096,0.7947,0.0688,0.0785,0.0085,0.006,0.0036,0.0121,0.0193,0.0085
1859,Four-year,Nonprofit 4-year,0,0.73070002,0.423313857,0.011739,23800,1526,0.8061,0.0134,0.0282,0.0097,0.0052,0.0015,0.0074,0.0899,0.0386
1860,Four-year,Nonprofit 4-year,0,0.78369999,0.651869926,0.0120144,39000,3459,0.7703,0.0484,0.061,0.0427,0.0003,0,0.0325,0.0413,0.0034
1862,Two-year,Public 2-year,0,0.36289999,1.023750013,0.102426,19800,672,0.5907,0.2171,0.0822,0.0016,0.0062,0.0031,0.0248,0.0248,0.0496
1864,Two-year,Public 2-year,0,0.54119998,0.963666706,0.045235202,21600,1509,0.7502,0.0731,0.074,0.008,0.0071,0,0.0027,0.0446,0.0401
1865,Two-year,Public 2-year,0,0.3459,1.024480145,0.079537503,22700,3652,0.6324,0.1566,0.0859,0.0125,0.0058,0.0024,0.0235,0.0358,0.045
1866,Four-year,Nonprofit 4-year,0,0.50669998,0.986277212,0.067051597,23400,1580,0.6409,0.0978,0.1076,0.0133,0.0053,0.0169,0.0444,0.0436,0.0302
1867,Four-year,Nonprofit 4-year,0,0.50340003,0.927769511,0.045630898,29700,1774,0.6557,0.0768,0.0462,0.0335,0.0023,0.0029,0.0739,0.0318,0.0768
1868,Four-year,Nonprofit 4-year,0,0.83780003,0.529423896,0.00396,32800,1760,0.5039,0.0529,0.0755,0.0784,0,0,0.0511,0.1919,0.0463
1869,Four-year,Public 4-year,0,0.74720001,0.708176167,0.015776001,35100,31917,0.7492,0.0267,0.059,0.0346,0.0019,0.0006,0.0243,0.058,0.0456
1871,Four-year,Nonprofit 4-year,0,0.22319999,0.980872229,0.085761599,24900,618,0.4125,0.1582,0.0808,0.0067,0.0017,0.0034,0.0589,0.1717,0.1061
1873,Four-year,Nonprofit 4-year,0,0.67559999,0.631842935,0.0241536,32900,1464,0.8134,0.0316,0.0823,0.0073,0.0007,0.0007,0.0213,0.0154,0.0272
1874,Four-year,Nonprofit 4-year,0,0.79350001,0.632605945,0.0155592,32600,2097,0.7928,0.0213,0.0557,0.0147,0.002,0.002,0.0223,0.0892,0
1875,Two-year,Public 2-year,0,0.38749999,1.083668387,0.027306,18200,1132,0.5502,0.0399,0.2136,0.0216,0.0237,0.0011,0.0334,0.0841,0.0324
1877,Two-year,Public 2-year,0,0.45829999,1.002853118,0.045660499,21800,2026,0.8063,0.0646,0.0657,0.0102,0.0057,0,0.0153,0.0323,0
1879,Four-year,Nonprofit 4-year,0,0.50550002,0.756689202,0.026950801,32300,1908,0.7347,0.0218,0.0718,0.0097,0.0048,0.0024,0.0379,0.054,0.0629
1880,Four-year,Nonprofit 4-year,0,0.70889997,0.782292986,0.025955999,32300,1631,0.7762,0.0786,0.0081,0.0228,0.0148,0.004,0.0175,0.0376,0.0403
1881,Four-year,For-profit 4-year,0,0.077699997,1.172569137,0.084898897,24100,31774,0.4152,0.3301,0.1343,0.015,0.0071,0.0075,0.0388,0.0011,0.0509
1883,Four-year,Nonprofit 4-year,0,0.68540001,0.518378323,0.016599599,25100,1207,0.832,0.0199,0.0447,0.0119,0.002,0,0.0189,0.0308,0.0398
1887,Four-year,Nonprofit 4-year,0,0.6961,0.73696108,0.031833,35000,1493,0.8148,0.029,0.0523,0.0138,0,0.0015,0.0349,0.0065,0.0472
1889,Four-year,Nonprofit 4-year,0,0.67070001,0.826046045,0.040686399,30600,2541,0.7318,0.0437,0.0804,0.0183,0.0017,0.0017,0.0319,0.0498,0.0406
1890,Four-year,Public 4-year,0,0.65469998,0.789788184,0.0161182,32700,9775,0.8212,0.0277,0.0391,0.0134,0.0037,0.0007,0.0216,0.0277,0.0448
1891,Four-year,Nonprofit 4-year,0,0.4341,0.952538521,0.084136501,26100,2292,0.6097,0.1649,0.086,0.0102,0.0041,0.0041,0.027,0.0611,0.0331
1892,Four-year,Public 4-year,0,0.73210001,0.768282599,0.0106475,35800,27074,0.7242,0.0302,0.077,0.0419,0.0018,0.0008,0.0324,0.0742,0.0175
1893,Four-year,Nonprofit 4-year,0,0.43079999,1.063416423,0.0422334,26700,4061,0.6249,0.202,0.0616,0.0173,0.004,0.0028,0.0233,0.0247,0.0394
1895,Four-year,For-profit 4-year,0,0.28569999,0.981699777,0.056972299,26100,2332,0.5004,0.1124,0.0572,0.0204,0.0117,0.002,0.0145,0.0121,0.2694
1896,Four-year,Nonprofit 4-year,0,0.67430001,0.701005144,0.037262399,32900,1559,0.7629,0.0416,0.047,0.0129,0.0014,0.0007,0.032,0.0763,0.0252
1900,Four-year,Nonprofit 4-year,0,0.3504,1.056063784,0.1431402,26400,1149,0.5386,0.236,0.1038,0.0151,0.008,0.0044,0.024,0.0328,0.0373
1901,Two-year,Public 2-year,0,0.37670001,1.007017546,0.0168774,18400,1511,0.7332,0.0789,0.1082,0.0112,0.0168,0.0007,0.0419,0.0007,0.0084
1902,Two-year,Public 2-year,0,0.3353,1.119861189,0.018187201,18800,2012,0.6675,0.0735,0.1149,0.0117,0.0281,0.002,0.0501,0.0414,0.0107
1903,Four-year,Nonprofit 4-year,0,0.5891,0.9221023,0.0190216,33900,2105,0.7201,0.0982,0.0822,0.0125,0.0084,0.0042,0.0432,0.0174,0.0139
1904,Four-year,Nonprofit 4-year,0,0.29010001,0.935503832,0.1019311,28300,715,0.6056,0.146,0.1652,0.0115,0.0038,0.0128,0.0551,0,0
1905,Four-year,Nonprofit 4-year,0,0.5248,0.755770701,0.042649802,29500,459,0.6991,0.1538,0.0837,0.0181,0.009,0,0.0204,0.0158,0
1906,Two-year,Public 2-year,0,0.25549999,1.056792095,0.0333132,18800,5480,0.6094,0.0922,0.1361,0.0473,0.0122,0.0028,0,0.0261,0.0739
1908,Four-year,Nonprofit 4-year,0,0.36939999,0.947893001,0.1903629,15000,589,0.5546,0.1868,0.139,0.006,0.0224,0.003,0.0284,0.0344,0.0254
1909,Two-year,Public 2-year,0,0.50330001,0.925170631,0.020644,17700,1229,0.644,0.0681,0.0973,0.0068,0.0058,0.001,0.0409,0.0905,0.0457
1910,Two-year,Public 2-year,0,0.3996,1.087294698,0.0123981,17600,1425,0.4708,0.2583,0.0625,0.0017,0.0483,0.0025,0.1275,0.0283,0
1911,Two-year,Public 2-year,0,0.4359,0.901075674,0.026291201,19900,1054,0.684,0.044,0.0451,0.0079,0.0124,0,0.1095,0.0587,0.0384
1913,Two-year,Public 2-year,0,0.368,0.972851807,0.0291682,19100,1145,0.3285,0.1358,0.4922,0.0114,0.0093,0.001,0.0218,0,0
1914,Four-year,Nonprofit 4-year,0,0.1892,1.144294747,0.019063201,13700,298,0.1283,0.3322,0.3487,0.0855,0.0099,0.0033,0.0757,0.0033,0.0132
1915,Four-year,Public 4-year,0,0.4355,0.961726274,0.0250575,24700,10268,0.5185,0.0327,0.0778,0.0087,0.0039,0.0007,0.023,0.3286,0.0061
1916,Two-year,Public 2-year,0,0.30239999,1.054578165,0.057476901,16500,1293,0.7335,0.1259,0.0747,0.0035,0.0122,0.0026,0.0469,0.0009,0
1918,Four-year,Nonprofit 4-year,0,0.38859999,1.031507225,0.032104801,26000,1476,0.619,0.0822,0.0784,0.0224,0.0121,0.0019,0.0177,0.0028,0.1634
1919,Two-year,Public 2-year,0,0.4102,0.926783534,0.01341,17700,1484,0.3266,0.1253,0.4788,0.0283,0.0101,0.0061,0.0081,0.0128,0.004
1920,Four-year,Nonprofit 4-year,0,0.52380002,0.775318867,0.046533398,26800,384,0.6229,0.0644,0.1241,0.0143,0.0072,0.0024,0.0263,0.136,0.0024
1921,Two-year,Public 2-year,0,0.3479,1.087802019,0.045519698,18100,1905,0.6538,0.1399,0.0636,0.0104,0.0272,0.0017,0.0815,0,0.022
1923,Two-year,Public 2-year,0,0.38299999,1.030742367,0.009,18800,3596,0.6717,0.084,0.1174,0.0081,0.0107,0.0015,0.0302,0.0093,0.0671
1924,Two-year,Public 2-year,0,0.30180001,0.920544114,0.030385001,13900,701,0.4478,0.315,0.1009,0.0053,0.0195,0.0053,0.0566,0.0071,0.0425
1925,Two-year,Public 2-year,0,0.3188,1.173401264,0.0111213,17400,3658,0.412,0.2265,0.1954,0.0447,0.006,0.0015,0.0504,0.0472,0.0164
1926,Four-year,Public 4-year,0,0.53009999,0.905655866,0.053738002,26000,6114,0.79,0.0379,0.0578,0.0105,0.0134,0.0014,0.0673,0.0215,0.0002
1927,Four-year,Public 4-year,0,0.4526,0.986454411,0.037648499,23700,4891,0.6916,0.0429,0.0731,0.0093,0.0038,0.0006,0.0986,0.0635,0.0165
1928,Four-year,Public 4-year,0,0.6397,0.80342548,0.021667,31200,18658,0.7803,0.0321,0.0752,0.0168,0.0042,0.0011,0.0369,0.0425,0.0109
1929,Four-year,Nonprofit 4-year,0,0.3741,0.93963221,0.054544698,27400,698,0.6123,0.1308,0.1662,0.0046,0.0031,0.0031,0.0477,0.0169,0.0154
1930,Two-year,Public 2-year,0,0.25,0.91588517,0.0117876,18100,1149,0.7605,0.0574,0.0679,0.0062,0.0278,0.0012,0.0525,0.0049,0.0216
1931,Four-year,Nonprofit 4-year,0,0.69739997,0.833717576,0.1166472,19900,186,0.5822,0.0622,0.0889,0.0044,0.0044,0,0.0311,0,0.2267
1933,Four-year,Nonprofit 4-year,0,0.36570001,0.909328546,0.088307999,24500,754,0.6327,0.1257,0.1508,0.0098,0.0182,0.0014,0.0223,0.0056,0.0335
1936,Two-year,Public 2-year,0,0.33329999,1.028427865,0.021570999,18700,1206,0.7344,0.0888,0.073,0.007,0.0158,0.0026,0.0211,0.0536,0.0035
1937,Four-year,Nonprofit 4-year,0,0.44589999,1.055715898,0.052829586,27600,2940,0.57278579,0.138605851,0.14695231,0.019807215,0.023745579,0.007492037,0.024632248,0,0.065975803
1938,Two-year,Public 2-year,0,0.37090001,0.842372517,0.043772299,18700,895,0.6066,0.1248,0.1327,0.0047,0.0126,0.0016,0.0363,0.0427,0.0379
1939,Four-year,Nonprofit 4-year,0,0.53969997,0.985718161,0.0136192,30400,1888,0.6347,0.0522,0.1314,0.0671,0.0093,0.0009,0.0252,0.069,0.0103
1940,Four-year,Nonprofit 4-year,0,0.47620001,1.046491507,0.0375732,28200,1143,0.417,0.1096,0.0921,0.0152,0.0076,0.0061,0.0282,0.0365,0.2877
1943,Four-year,Nonprofit 4-year,0,0.5517,0.975797202,0.042867199,25900,1059,0.4877,0.1202,0.1626,0.0109,0.0109,0.0123,0.0464,0.0123,0.1366
1945,Four-year,Nonprofit 4-year,0,0.53240001,0.929456624,0.071861997,22300,618,0.5634,0.1813,0.1778,0.0211,0.0246,0,0.0123,0.007,0.0123
